job_title_short,job_title,job_location,job_via,job_schedule_type,job_work_from_home,search_location,job_posted_date,job_no_degree_mention,job_health_insurance,job_country,salary_rate,salary_year_avg,salary_hour_avg,company_name,job_skills,job_type_skills
IoT Platform Engineer - Energy Systems,IoT Platform Engineer - Energy Systems (f/m/d),Berlin,Arbeitnow,Full-time,TRUE,Berlin,2026-05-13 14:30:36,TRUE,FALSE,,year,85000,,FION Energy GmbH,"['aws', 'azure', 'go', 'java', 'linux', 'rust']","{'cloud': ['aws', 'azure'], 'programming': ['go', 'java', 'rust'], 'tools': ['linux']}"
Projektmanager:in - Social Media & Influencer,Projektmanager:in (gn) - Social Media & Influencer Marketing,Berlin,Arbeitnow,Internship,TRUE,Berlin,2026-05-13 14:30:36,TRUE,FALSE,,,,,Intermate Media GmbH,['r'],{'programming': ['r']}
Projektmanager für Brand & Digital,(Senior) Projektmanager für Brand & Digital (w/m/d),Berlin,Arbeitnow,Internship,TRUE,Berlin,2026-05-13 14:00:42,TRUE,FALSE,,,,,LAUDO Designagentur GmbH,['r'],{'programming': ['r']}
"IT - Techniker:in Microsoft WinServer2019,","IT - Techniker:in Microsoft WinServer2019, Berlin, 50.000 - 60.000",Berlin,Arbeitnow,Internship,FALSE,Berlin,2026-05-13 14:00:42,TRUE,FALSE,,,,,wabcon,"['bash', 'linux', 'powershell', 'r', 'sql']","{'programming': ['bash', 'powershell', 'r'], 'tools': ['linux'], 'databases': ['sql']}"
3D-DesignerIn in Voll- oder Teilzeit - C4D &,3D-DesignerIn (m/w/d) in Voll- oder Teilzeit - C4D & Redshift,Bielefeld,Arbeitnow,Full-time,FALSE,Bielefeld,2026-05-15 12:29:02,TRUE,FALSE,,,,,LYNIQ STUDIO,['r'],{'programming': ['r']}
React Engineer - Full Stack & AI Products,Senior React Engineer - Full Stack & AI Products (m/w/d),Berlin,Arbeitnow,Full-time,TRUE,Berlin,2026-05-13 14:00:41,TRUE,TRUE,,,,,Yoummday,"['ci/cd', 'computer vision', 'django', 'docker', 'fastapi', 'git', 'grafana', 'linux', 'mongodb', 'nlp', 'postgresql', 'prometheus', 'python', 'react', 'rest', 'typescript']","{'devops': ['ci/cd', 'docker', 'grafana', 'prometheus'], 'data_science': ['computer vision', 'nlp'], 'frameworks': ['django', 'fastapi', 'react'], 'tools': ['git', 'linux', 'rest'], 'databases': ['mongodb', 'postgresql'], 'programming': ['python', 'typescript']}"
Externer Datenschutzbeauftragter – Splone UG,Externer Datenschutzbeauftragter (m/w/d) – Splone UG (a company of Assecor),Berlin,Arbeitnow,Internship,TRUE,Berlin,2026-05-13 14:00:41,TRUE,FALSE,,year,27001,,Assecor GmbH,['r'],{'programming': ['r']}
UX / UI Designer,UX / UI Designer (Remote),Berlin,Arbeitnow,Internship,TRUE,Berlin,2026-05-13 14:00:40,TRUE,FALSE,,,,,Nooxit GmbH,['figma'],{'tools': ['figma']}
TypeScript Entwickler,TypeScript Entwickler (m/w/d),Marsberg,Arbeitnow,Internship,FALSE,Marsberg,2026-05-13 13:30:34,TRUE,FALSE,,,,,alphacoders,"['mysql', 'nuxt', 'r', 'supabase', 'typescript', 'vue']","{'databases': ['mysql', 'supabase'], 'frameworks': ['nuxt', 'vue'], 'programming': ['r', 'typescript']}"
Finance Manager o. Accounting Manager mit,Finance Manager o. Accounting Manager (w/m/d) mit Englisch & SAP: remote oder vor Ort,Hamburg,Arbeitnow,Internship,TRUE,Hamburg,2026-05-13 13:30:33,TRUE,FALSE,,,,,Fischer & Partner Gesellschaft für Personal mbH,"['r', 'sap']","{'programming': ['r'], 'tools': ['sap']}"
Consultant IT-Security,Consultant IT-Security (m/w/d),Munich,Arbeitnow,Full-time,TRUE,Munich,2026-05-13 13:30:33,TRUE,FALSE,,,,,ARES Consulting GmbH,['r'],{'programming': ['r']}
Consultant Cloud & DevOps Engineering,Senior Consultant Cloud & DevOps Engineering (m/w/d),Munich,Arbeitnow,Internship,TRUE,Munich,2026-05-13 13:30:33,TRUE,FALSE,,,,,ARES Consulting GmbH,"['ansible', 'aws', 'azure', 'ci/cd', 'gcp', 'kubernetes', 'r', 'terraform']","{'devops': ['ansible', 'ci/cd', 'kubernetes', 'terraform'], 'cloud': ['aws', 'azure', 'gcp'], 'programming': ['r']}"
Go to Market - Heartbeat AI,Head of Go to Market - Heartbeat AI (m/f/d),Hamburg,Arbeitnow,Full-time,TRUE,Hamburg,2026-05-13 13:30:33,TRUE,TRUE,,,,,1KOMMA5˚,['go'],{'programming': ['go']}
Business Development Representative,Senior Business Development Representative (DACH Region),Frankfurt,Arbeitnow,Internship,TRUE,Frankfurt,2026-05-13 13:20:20,TRUE,TRUE,,year,15000,,Yenlo,['api'],{'tools': ['api']}
Werkstudent:in Sales-Support im Innovationslabor,Werkstudent:in Sales-Support im Innovationslabor DOCK ONE in Bremen (m/w/d),Bremen,Arbeitnow,Internship,FALSE,Bremen,2026-05-13 13:20:20,TRUE,FALSE,,year,28359,,encoway GmbH,['r'],{'programming': ['r']}
Marketing Manager:in B2B,Marketing Manager:in B2B (m/w/d),Cologne,Arbeitnow,Full-time,FALSE,Cologne,2026-05-14 10:29:03,TRUE,FALSE,,,,,Heringer Consulting GmbH,['r'],{'programming': ['r']}
Strategischer Marketing Manager / Generalist -,Strategischer Marketing Manager / Generalist (all genders) - HealthTech Start-up,Berlin,Arbeitnow,Full-time,TRUE,Berlin,2026-05-13 13:00:53,TRUE,TRUE,,,,,Medivise Healthcare GmbH,"['go', 'r']","{'programming': ['go', 'r']}"
Softwareentwickler Cloud & Medizintechnik,Lead Softwareentwickler Cloud & Medizintechnik (m/w/d),Erlangen,Arbeitnow,Internship,TRUE,Erlangen,2026-05-13 12:30:35,TRUE,FALSE,,year,62304,,softgate,"['aws', 'azure', 'c#', 'ci/cd', 'docker', 'google cloud', 'jenkins', 'kubernetes', 'microservices', 'python', 'r', 'rest', 'scrum', 'terraform']","{'cloud': ['aws', 'azure', 'google cloud'], 'programming': ['c#', 'python', 'r'], 'devops': ['ci/cd', 'docker', 'jenkins', 'kubernetes', 'terraform'], 'tools': ['microservices', 'rest', 'scrum']}"
Service Desk Spezialist - Onsite in Köln,Service Desk Spezialist - Onsite in Köln (m/w/d),Cologne,Arbeitnow,Full-time,FALSE,Cologne,2026-05-13 12:30:35,TRUE,FALSE,,,,,think about IT GmbH,"['r', 'sap']","{'programming': ['r'], 'tools': ['sap']}"
Geschäftsführer/in DACH - HR Services-Plattform,Geschäftsführer/in DACH (gn) - HR Services-Plattform,Dortmund,Arbeitnow,Full-time,TRUE,Dortmund,2026-05-13 12:30:35,TRUE,TRUE,,,,,Projekt 3T GmbH,['r'],{'programming': ['r']}
Support Specialist,Support Specialist (w/m/d),Berlin,Arbeitnow,Internship,FALSE,Berlin,2026-05-13 12:30:34,TRUE,FALSE,,,,,zetcom group,['r'],{'programming': ['r']}
Prozessmanager:in,Prozessmanager:in,Karlsruhe,Arbeitnow,Full-time,FALSE,Karlsruhe,2026-05-13 12:30:34,TRUE,FALSE,,,,,big. bechtold-gruppe,['r'],{'programming': ['r']}
Mitarbeiterin im Bereich Marketing 30 - 40 h,Mitarbeiterin im Bereich Marketing (m/w/d) 30 - 40 h,Berlin,Arbeitnow,Full-time,FALSE,Berlin,2026-05-13 12:00:42,TRUE,FALSE,,,,,HörPartner GmbH,['r'],{'programming': ['r']}
HR Manager / HR Allrounder - Produktionsumfeld I,HR Manager / HR Allrounder (m/w/d) - Produktionsumfeld I Raum Pforzheim,Pforzheim,Arbeitnow,Full-time,FALSE,Pforzheim,2026-05-15 14:59:03,TRUE,FALSE,,,,,Hoffmann.Recruiting & More,['r'],{'programming': ['r']}
IT Projektmanager,IT Projektmanager (m/w/d) (Ref.Nr.: 46748),Frankfurt am Main,Arbeitnow,Contractor,TRUE,Frankfurt am Main,2026-05-13 12:00:42,TRUE,FALSE,United States,,,,Wavestone Germany AG,"['confluence', 'jira', 'r']","{'tools': ['confluence', 'jira'], 'programming': ['r']}"
IT Projektmanager,IT Projektmanager (m/w/d) (Ref.Nr.: 46747),Frankfurt am Main,Arbeitnow,Contractor,TRUE,Frankfurt am Main,2026-05-15 10:59:03,TRUE,FALSE,United States,,,,Wavestone Germany AG,"['confluence', 'jira', 'r']","{'tools': ['confluence', 'jira'], 'programming': ['r']}"
Kaltakquisiteur / B2B Sales Manager,Kaltakquisiteur / B2B Sales Manager (m/w/d),Bad Homburg,Arbeitnow,Full-time,TRUE,Bad Homburg,2026-05-13 12:00:39,TRUE,TRUE,,,,,Auriva Capital,['r'],{'programming': ['r']}
Consultant Indirect Tax & Compliance,Consultant Indirect Tax & Compliance (m/w/d),Frankfurt am Main,Arbeitnow,Internship,FALSE,Frankfurt am Main,2026-05-13 11:30:33,TRUE,FALSE,United States,,,,Biomatch GmbH,"['r', 'sap']","{'programming': ['r'], 'tools': ['sap']}"
Projektplaner/Terminplaner - Infrastrukturausbau,Projektplaner/Terminplaner (m/w/d) - Infrastrukturausbau und Trassenbau,Molbergen,Arbeitnow,Internship,FALSE,Molbergen,2026-05-13 11:30:32,TRUE,FALSE,,,,,Deutscher Bauservice GmbH,"['oracle', 'r']","{'databases': ['oracle'], 'programming': ['r']}"
Projektentwickler für erneuerbare Energien,Projektentwickler (m/w/d) für erneuerbare Energien,Molbergen,Arbeitnow,Full-time,FALSE,Molbergen,2026-05-13 11:30:32,TRUE,FALSE,,,,,Deutscher Bauservice GmbH,['r'],{'programming': ['r']}
Windparkplaner,Windparkplaner (m/w/d),Molbergen,Arbeitnow,Full-time,FALSE,Molbergen,2026-05-13 11:30:32,TRUE,FALSE,,,,,Deutscher Bauservice GmbH,['r'],{'programming': ['r']}
Finanzbuchhalter,Finanzbuchhalter (m/w/d),Nuremberg,Arbeitnow,Full-time,FALSE,Nuremberg,2026-05-13 11:30:32,TRUE,FALSE,,,,,Jobbusters® GmbH,['r'],{'programming': ['r']}
Kaufmännischer Geschäftsführer,Kaufmännischer Geschäftsführer (w/m/d),Rheda-Wiedenbrück,Arbeitnow,Full-time,FALSE,Rheda-Wiedenbrück,2026-05-13 11:30:31,TRUE,FALSE,,,,,EterniTeam GmbH,['r'],{'programming': ['r']}
Steuerfachangestellte - Rechnungswesen &,Steuerfachangestellte (m/w/d) - Rechnungswesen & Controlling 3-4-Tage-Woche möglich | Flexible Arbeitsmodelle | Teilzeit oder GfB / Minijob,Westhausen,Arbeitnow,Full-time,FALSE,Westhausen,2026-05-13 11:30:31,TRUE,FALSE,United States,,,,Der Küchentreff Vertriebs GmbH,['r'],{'programming': ['r']}
Kaufmännischer Geschäftsführer,Kaufmännischer Geschäftsführer (w/m/d),Hamm,Arbeitnow,Full-time,FALSE,Hamm,2026-05-13 11:30:31,TRUE,FALSE,,,,,EterniTeam GmbH,['r'],{'programming': ['r']}
Bauleiter - Windparkbau,Bauleiter (m/w/d) - Windparkbau,Frankfurt am Main,Arbeitnow,Internship,FALSE,Frankfurt am Main,2026-05-13 11:30:31,FALSE,FALSE,United States,,,,Deutscher Bauservice GmbH,['r'],{'programming': ['r']}
Bauleiter - Windparkbau,Bauleiter (m/w/d) - Windparkbau,Aschersleben,Arbeitnow,Internship,FALSE,Aschersleben,2026-05-13 11:30:31,FALSE,FALSE,,,,,Deutscher Bauservice GmbH,['r'],{'programming': ['r']}
Mitarbeiter Personal & Administration,Mitarbeiter Personal & Administration (m/w/d),Bonndorf,Arbeitnow,Full-time,FALSE,Bonndorf,2026-05-13 11:30:30,TRUE,FALSE,,,,,HolzHaus Bonndorf GmbH,['r'],{'programming': ['r']}
Finanzbuchhalter,Finanzbuchhalter (m/w/d),Passau,Arbeitnow,Internship,FALSE,Passau,2026-05-13 11:30:29,TRUE,FALSE,,,,,Jobbusters® GmbH,['r'],{'programming': ['r']}
Bauleiter - Windparkbau,Bauleiter (m/w/d) - Windparkbau,Freiburg im Breisgau,Arbeitnow,Internship,FALSE,Freiburg im Breisgau,2026-05-13 11:30:29,FALSE,FALSE,,,,,Deutscher Bauservice GmbH,['r'],{'programming': ['r']}
Network-Engineer - Access und Datacenter,Network-Engineer (m/w/d) - Access und Datacenter Consulting,Offenbach am Main,Arbeitnow,Internship,FALSE,Offenbach am Main,2026-05-13 11:20:17,TRUE,FALSE,United States,,,,LuConsult GmbH,"['ansible', 'aws', 'azure', 'bash', 'ci/cd', 'gitlab ci', 'perl', 'puppet', 'python', 'r', 'terraform']","{'devops': ['ansible', 'ci/cd', 'gitlab ci', 'puppet', 'terraform'], 'cloud': ['aws', 'azure'], 'programming': ['bash', 'perl', 'python', 'r']}"
Werkstudent Vertrieb / Finanzberatung – Praxis,Werkstudent Vertrieb / Finanzberatung (m/w/d) – Praxis statt Theorie,Chemnitz,Arbeitnow,Full-time,FALSE,Chemnitz,2026-05-13 11:20:17,TRUE,TRUE,,,,,Shereen Patzelt,['r'],{'programming': ['r']}
Buchhalter,Buchhalter (m/w/d),Gröbenzell,Arbeitnow,Internship,FALSE,Gröbenzell,2026-05-13 11:00:38,TRUE,FALSE,,,,,Jobbusters® GmbH,['r'],{'programming': ['r']}
Online Marketing Manager Display and Paid Social,Online Marketing Manager Display and Paid Social (f/m/d),Munich,Arbeitnow,Contractor,FALSE,Munich,2026-05-13 11:00:38,TRUE,FALSE,,,,,Mytheresa,['power bi'],{'data_science': ['power bi']}
WEG-Buchhalter,WEG-Buchhalter (m/w/d),Munich,Arbeitnow,Full-time,FALSE,Munich,2026-05-13 11:00:38,TRUE,FALSE,,,,,Jobbusters® GmbH,['r'],{'programming': ['r']}
Lohnbuchhalter | Bis zu 65.000 € Jahresgehalt,Lohnbuchhalter (m/w/d) | Bis zu 65.000 € Jahresgehalt,Landshut,Arbeitnow,Full-time,FALSE,Landshut,2026-05-13 11:00:37,TRUE,FALSE,,,,,Haimerl & Raßhofer Partner GmbH,['r'],{'programming': ['r']}
Projektmanager Wegerecht und Flächensicherung -,Projektmanager (m/w/d) Wegerecht und Flächensicherung - Erneuerbare Energien,Molbergen,Arbeitnow,Internship,FALSE,Molbergen,2026-05-13 11:00:37,TRUE,FALSE,,,,,Deutscher Bauservice GmbH,['r'],{'programming': ['r']}
Technischer Sachbearbeiter Wohn- und,Technischer Sachbearbeiter (w/m/d) Wohn- und Gewerbeimmobilien,Berlin,Arbeitnow,Full-time,FALSE,Berlin,2026-05-13 11:00:37,TRUE,FALSE,,,,,Trigon Gruppe GmbH,['r'],{'programming': ['r']}
IT-Systemadministrator - inhouse - German C1+,Junior IT-Systemadministrator (w/m/d) - inhouse - German C1+,Berlin,Arbeitnow,Full-time,FALSE,Berlin,2026-05-13 11:00:37,TRUE,FALSE,,,,,Trigon Gruppe GmbH,['r'],{'programming': ['r']}
ISTQB® Certified QA Tester Event Discovery,ISTQB® Certified QA Tester (Mobile Apps) Event Discovery Platform (m/f/d),Offenbach,Arbeitnow,Full-time,TRUE,Offenbach,2026-05-13 11:00:37,TRUE,FALSE,,,,,Louco Event Media GmbH,"['agile', 'ci/cd', 'firebase', 'jira', 'laravel', 'php']","{'tools': ['agile', 'jira'], 'devops': ['ci/cd'], 'databases': ['firebase'], 'frameworks': ['laravel'], 'programming': ['php']}"
PR Manager,PR Manager (m/w/d) – Remote oder Berlin,Berlin,Arbeitnow,Internship,TRUE,Berlin,2026-05-13 11:00:36,TRUE,FALSE,,,,,getpress,['r'],{'programming': ['r']}
Assistenz Finance & Controlling,Assistenz Finance & Controlling (m/w/d) - Minijob oder Teilzeitbasis (20h) | 100% Remote,Nordhorn,Arbeitnow,Full-time,TRUE,Nordhorn,2026-05-13 11:00:36,TRUE,FALSE,,,,,4creatives GmbH,['r'],{'programming': ['r']}
EHS Manager Schwerpunkt Arbeitssicherheit und,EHS Manager (m/w/d) Schwerpunkt Arbeitssicherheit und Safety Culture - Hybrid in Duisburg,Duisburg,Arbeitnow,Internship,FALSE,Duisburg,2026-05-13 10:30:34,TRUE,FALSE,,,,,CAPERA GmbH & Co. KG,['r'],{'programming': ['r']}
Netzwerk Consultant,Netzwerk Consultant (m/w/d),Stuttgart,Arbeitnow,Internship,FALSE,Stuttgart,2026-05-13 10:30:34,TRUE,FALSE,,,,,audius SE,['r'],{'programming': ['r']}
IT Onsite Techniker,IT Onsite Techniker (m/w/d),Leipzig,Arbeitnow,Full-time,FALSE,Leipzig,2026-05-13 10:30:33,TRUE,FALSE,,,,,audius SE,['r'],{'programming': ['r']}
Mitarbeiter IT-Servicepoint,Mitarbeiter (m/w/d) IT-Servicepoint,Leipzig,Arbeitnow,Internship,FALSE,Leipzig,2026-05-13 10:30:33,TRUE,FALSE,,,,,audius SE,['r'],{'programming': ['r']}
SEA Manager im Online-Marketing in Berlin,Junior SEA Manager im Online-Marketing (m/w/d) in Berlin,Berlin,Arbeitnow,Internship,TRUE,Berlin,2026-05-13 10:30:33,TRUE,FALSE,,,,,SUCHMEISTEREI GmbH,['r'],{'programming': ['r']}
IT Support Specialist / IT-Helpdesk Mitarbeiter,IT Support Specialist / IT-Helpdesk Mitarbeiter (m/w/d),Munich,Arbeitnow,Full-time,FALSE,Munich,2026-05-13 10:30:33,TRUE,FALSE,,,,,meliot GmbH,['r'],{'programming': ['r']}
Team Sales im Online Marketing in Berlin,Teamlead Sales im Online Marketing (m/w/d) in Berlin,Berlin,Arbeitnow,Internship,TRUE,Berlin,2026-05-13 10:30:33,TRUE,FALSE,,,,,SUCHMEISTEREI GmbH,['salesforce'],{'tools': ['salesforce']}
SMEs Relationship Manager - Sfax,SMEs Relationship Manager - Sfax,"Tunis, Tunisia",Keejob,Full-time,FALSE,Tunisia,2026-05-15,TRUE,FALSE,Tunisia,,,,BANK ABC,,
Retail Relationship Manager - Sfax,Retail Relationship Manager - Sfax,"Tunis, Tunisia",Keejob,Full-time,FALSE,Tunisia,2026-05-15,TRUE,FALSE,Tunisia,,,,BANK ABC,,
Agent de Service Général / Agent de Sécurité,Agent de Service Général / Agent de Sécurité,"Tunis, Tunisia",Keejob,Full-time,FALSE,Tunisia,2026-05-15,TRUE,FALSE,Tunisia,,,,BANK ABC,,
Agent de Service Support/Agent d’Entretien,Agent de Service Support/Agent(e) d’Entretien,"Tunis, Tunisia",Keejob,Full-time,FALSE,Tunisia,2026-05-15,TRUE,FALSE,Tunisia,,,,BANK ABC,,
Assistante Marketing,Assistante Marketing,"Tunis, Tunisia",Keejob,Full-time,FALSE,Tunisia,2026-05-15,TRUE,FALSE,Tunisia,,,,SOQUIBAT,,
cadre financier,cadre financier,"Ben Arous, Ben Arous, Tunisia",Keejob,Full-time,FALSE,Tunisia,2026-05-15,TRUE,FALSE,Tunisia,,,,SOTUBI,,
assistante juridique,assistante juridique,"Bab Bhar, Tunis, Tunisia",Keejob,Contractor,FALSE,Tunisia,2026-05-15,TRUE,FALSE,Tunisia,year,7800,,,,
Chargé de Service Clientèle,Chargé(e) de Service Clientèle,"Tunis, Tunisia",Keejob,Full-time,FALSE,Tunisia,2026-05-15,TRUE,FALSE,Tunisia,,,,BANK ABC,,
Hygiéniste Agroalimentaire,Hygiéniste Agroalimentaire,"Mnihla, Ariana, Tunisia",Keejob,Internship,FALSE,Tunisia,2026-05-15,TRUE,FALSE,Tunisia,year,8100,,TERMINAL A,,
RESPONSABLE COMMERCIAL,RESPONSABLE COMMERCIAL,"El Hencha, Sfax, Tunisia",Keejob,Full-time,FALSE,Tunisia,2026-05-15,TRUE,FALSE,Tunisia,,,,PROINJECT HENCHA_POULINA GROUPE HOLDING,,
Technico-Commercial,Technico-Commercial,"El Hencha, Sfax, Tunisia",Keejob,Full-time,FALSE,Tunisia,2026-05-15,TRUE,FALSE,Tunisia,,,,PROINJECT HENCHA_POULINA GROUPE HOLDING,,
Télévendeuse,Télévendeuse,"Sfax Ville, Sfax, Tunisia",Keejob,Full-time,FALSE,Tunisia,2026-05-15,TRUE,FALSE,Tunisia,year,10800,,FORCE PLUS,,
Mécanicien,Mécanicien,"Ben Arous, Ben Arous, Tunisia",Keejob,Full-time,FALSE,Tunisia,2026-05-15,TRUE,FALSE,Tunisia,year,1199982,,GAN,,
Electricien,Electricien,"Ben Arous, Ben Arous, Tunisia",Keejob,Full-time,FALSE,Tunisia,2026-05-15,TRUE,FALSE,Tunisia,,,,,,
Logisticien,Logisticien,"Ben Arous Sud, Ben Arous, Tunisia",Keejob,Full-time,FALSE,Tunisia,2026-05-15,TRUE,FALSE,Tunisia,year,1199982,,GAN,,
Technicien Supérieur Électrique,Technicien Supérieur Électrique (N),"Fouchana, Ben Arous, Tunisia",Keejob,Full-time,FALSE,Tunisia,2026-05-15,TRUE,FALSE,Tunisia,,,,SOTUCHOC,,
Ingénieur en Génie Civil,Ingénieur en Génie Civil (Travaux),"Megrine, Ben Arous, Tunisia",Keejob,Contractor,FALSE,Tunisia,2026-05-15,TRUE,FALSE,Tunisia,,,,STRAM GROUP,,
ingénieur Méthodes,ingénieur Méthodes,"Bizerte, Tunisia",Keejob,Full-time,FALSE,Tunisia,2026-05-15,TRUE,FALSE,Tunisia,,,,ONETECH,,
ingénieur Projet,ingénieur Projet,"Menzel Jemil, Bizerte, Tunisia",Keejob,Full-time,FALSE,Tunisia,2026-05-15,TRUE,FALSE,Tunisia,,,,ONETECH,,
Ingénieur Qualité,Ingénieur Qualité,"Menzel Jemil, Bizerte, Tunisia",Keejob,Full-time,FALSE,Tunisia,2026-05-15,TRUE,FALSE,Tunisia,,,,ONETECH,,
Métreur,Métreur,"Tunis, Tunisia",Keejob,Contractor,FALSE,Tunisia,2026-05-15,TRUE,FALSE,Tunisia,,,,STRAM GROUP,,
Relais administratif de chantier - kairouan,Relais administratif de chantier - kairouan,"Kairouan, Tunisia",Keejob,Full-time,FALSE,Tunisia,2026-05-15,TRUE,FALSE,Tunisia,,,,STRAM GROUP,,
Chargé des Moyens Généraux,Chargé des Moyens Généraux,"Megrine, Ben Arous, Tunisia",Keejob,Full-time,FALSE,Tunisia,2026-05-15,TRUE,FALSE,Tunisia,,,,STRAM GROUP,,
Chargé Administration des Ventes,Chargé(e) Administration des Ventes,"Megrine, Ben Arous, Tunisia",Keejob,Full-time,FALSE,Tunisia,2026-05-15,TRUE,FALSE,Tunisia,,,,STRAM GROUP,,
Verkaufsberater - DACH,Verkaufsberater(in) - DACH,"Tunis, Tunisia",Keejob,Full-time,FALSE,Tunisia,2026-05-15,TRUE,FALSE,Tunisia,year,119982,,NATIONAL PEN,,
Téléconseillers,"Téléconseillers (Appels, Chat & Email)","Tunis, Tunis, Tunisia",Keejob,Full-time,FALSE,Tunisia,2026-05-15,TRUE,FALSE,Tunisia,,,,OUTSOURCIA,,
Assistante Showroom,Assistante Showroom (vente pdts de peinture),"Sousse, Tunisia",Keejob,Full-time,FALSE,Tunisia,2026-05-15,TRUE,FALSE,Tunisia,year,8700,,,,
Vendeur/ Caissier Celio Nabeul,Vendeur/ Caissier Celio Nabeul,"Nabeul, Tunisia",Keejob,Full-time,FALSE,Tunisia,2026-05-15,TRUE,FALSE,Tunisia,,,,TUNTEX,,
Chargé Conformité,Chargé(e) Conformité,"Tunis, Tunisia",Keejob,Full-time,FALSE,Tunisia,2026-05-15,TRUE,FALSE,Tunisia,,,,ADVANS TUNISIE MICROFINANCE,,
Responsable Méthodes de la Maintenance,Responsable Méthodes de la Maintenance,"Bizerte, Tunisia",Keejob,Full-time,FALSE,Tunisia,2026-05-15,TRUE,FALSE,Tunisia,,,,,,
Chargé Trésorerie et Financement Senior,Chargé(e) Trésorerie et Financement Senior,"Tunis, Tunisia",Keejob,Full-time,FALSE,Tunisia,2026-05-15,TRUE,FALSE,Tunisia,,,,ADVANS TUNISIE MICROFINANCE,,
Technicien maintenance,Technicien maintenance,"Sfax, Tunisia",Keejob,Full-time,FALSE,Tunisia,2026-05-15,TRUE,FALSE,Tunisia,,,,DAR ESSAYDALI,,
Comptable Senior,Comptable Senior,"Tunis, Tunisia",Keejob,Full-time,FALSE,Tunisia,2026-05-15,TRUE,FALSE,Tunisia,,,,ADVANS TUNISIE MICROFINANCE,,
Ingénieur Electromécanique,Ingénieur Electromécanique,"Sfax, Tunisia",Keejob,Full-time,FALSE,Tunisia,2026-05-15,TRUE,FALSE,Tunisia,,,,DAR ESSAYDALI,,
Assistante de Direction,Assistante de Direction,"La Marsa, Tunis, Tunisia",Keejob,Full-time,FALSE,Tunisia,2026-05-15,TRUE,FALSE,Tunisia,,,,SOQUIBAT,,
Un Responsable de point de vente Bizerte,Un Responsable de point de vente Bizerte,"Bizerte Nord, Bizerte, Tunisia",Keejob,Full-time,FALSE,Tunisia,2026-05-15,TRUE,FALSE,Tunisia,,,,FATALES,,
Vendeur / Préparateur de Jus - TUNIS,Vendeur / Préparateur de Jus - TUNIS,"Tunis, Tunisia",Keejob,Contractor,FALSE,Tunisia,2026-05-15,TRUE,FALSE,Tunisia,,,,BARIOLO,,
Vendeur/ Caissier Adidas Mall of Sousse,Vendeur/ Caissier Adidas Mall of Sousse,"Sousse, Tunisia",Keejob,Full-time,FALSE,Tunisia,2026-05-15,TRUE,FALSE,Tunisia,,,,TUNTEX,,
Vendeur/Préparateur Jus - GROMBALIA AUTOROUTE,Vendeur/Préparateur Jus - GROMBALIA AUTOROUTE,"Nabeul, Tunisia",Keejob,Contractor,FALSE,Tunisia,2026-05-15,TRUE,FALSE,Tunisia,,,,BARIOLO,,
Chef de poste,Chef de poste,"Bizerte, Tunisia",Keejob,Full-time,FALSE,Tunisia,2026-05-15,TRUE,FALSE,Tunisia,,,,,['chef'],{'devops': ['chef']}
Vendeur/ Caissier Zara Mall of Sousse,Vendeur/ Caissier Zara Mall of Sousse,"Sousse, Tunisia",Keejob,Full-time,FALSE,Tunisia,2026-05-15,TRUE,FALSE,Tunisia,,,,TUNTEX,,
AGENT IMMOBILIER TECNOCASA EL MENZAH 9,AGENT IMMOBILIER TECNOCASA EL MENZAH 9,"El Menzah, Tunis, Tunisia",Keejob,Full-time,FALSE,Tunisia,2026-05-15,TRUE,FALSE,Tunisia,,,,TECNOCASA GROUP,,
Chef d’Activité Porte à Porte,Chef d’Activité Porte à Porte,"Ben Arous, Ben Arous, Tunisia",Keejob,Full-time,FALSE,Tunisia,2026-05-15,TRUE,FALSE,Tunisia,,,,RANDA,['chef'],{'devops': ['chef']}
Assistant relation clients,Assistant relation clients,"Ariana Ville, Ariana, Tunisia",Keejob,Full-time,FALSE,Tunisia,2026-05-15,TRUE,FALSE,Tunisia,year,15000,,TANIS,,
Chauffeur Livreur,Chauffeur Livreur,"Tunis, Tunisia",Keejob,Full-time,FALSE,Tunisia,2026-05-15,TRUE,FALSE,Tunisia,year,9600,,,,
Technicien Agricole,Technicien Agricole,"Ben Arous, Tunisia",Keejob,Full-time,FALSE,Tunisia,2026-05-15,TRUE,FALSE,Tunisia,,,,GROUPE MABROUKA,,
Délégué médical Pharmacien / Médecin Tunis,Délégué médical Pharmacien / Médecin Tunis,"Cite El Khadra, Tunis, Tunisia",Keejob,Full-time,FALSE,Tunisia,2026-05-15,TRUE,FALSE,Tunisia,,,,SMR PHARMA,,
Technicien Maintetance : Génie Mécanique,Technicien Maintetance : Génie Mécanique,"Bizerte, Tunisia",Keejob,Full-time,FALSE,Tunisia,2026-05-15,TRUE,FALSE,Tunisia,,,,,,
Technicien en Radiologie,Technicien(ne) en Radiologie,"La Marsa, Tunis, Tunisia",Keejob,Full-time,FALSE,Tunisia,2026-05-15,TRUE,FALSE,Tunisia,,,,AMEN SANTE,,
Process Engineer,Process Engineer,"Sousse Ville, Sousse, Tunisia",Keejob,Full-time,FALSE,Tunisia,2026-05-15,TRUE,FALSE,Tunisia,,,,HUBER SUHNER,,
